"","rowlabel","split","sex","yrsarea","resyrago","work2","tenure1","livharm1","agegrp7","ethgrp2a","educat3","rural2","edeprivex","wdeprivex","IndivWgtx","cause2m","walkdark","walkday","homealon","wburgl","wmugged","wcarstol","wfromcar","wraped","wattack","wraceatt","worryx","bcsvictim","rubbcomm","vandcomm","poorhou","antisocx"
"117",136674020,"B (Attitudes to the CJS)","Male",1,2,1,2,2,"25-34",1,"Apprenticeship or A/AS level","Rural",NA,3,0.696472644805908,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,3,4,4,NA
"118",136819130,"A (Experience of the police)","Female",6,NA,1,2,4,"45-54",1,"Degree or diploma","Rural",NA,5,0.489296406507492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"119",136603010,"A (Experience of the police)","Male",7,NA,2,1,1,"55-64",1,"None","Urban",1,NA,0.503526628017426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,-1.21526670455933
"120",147249260,"B (Attitudes to the CJS)","Male",7,NA,2,1,1,"55-64",1,"Degree or diploma","Urban",3,NA,1.07924056053162,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"121",136341010,"A (Experience of the police)","Female",7,NA,2,1,6,"75+",1,"Degree or diploma","Urban",3,NA,0.415958344936371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,3,NA
"122",137033100,"B (Attitudes to the CJS)","Male",7,2,1,2,1,"25-34",1,"Apprenticeship or A/AS level","Urban",2,NA,1.88053143024445,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,3,4,4,NA
"123",136871120,"D (Online security)","Male",7,NA,2,1,6,"75+",1,"Apprenticeship or A/AS level","Urban",2,NA,0.423705577850342,7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"124",136394100,"B (Attitudes to the CJS)","Female",4,NA,2,4,4,"45-54",1,"None","Urban",2,NA,0.515807449817657,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,1,4,4,4,NA
"125",135397160,"D (Online security)","Male",6,NA,2,4,5,"45-54",1,"Apprenticeship or A/AS level","Urban",1,NA,0.636910736560822,5,4,3,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA
"126",135512290,"A (Experience of the police)","Male",3,NA,2,2,1,"35-44",4,"Degree or diploma","Urban",3,NA,1.16491806507111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,-1.21526670455933
"127",136931080,"D (Online security)","Male",1,2,2,5,3,"55-64",1,"Apprenticeship or A/AS level","Rural",5,NA,0.369942724704742,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"128",137107160,"D (Online security)","Female",6,NA,1,4,3,"45-54",1,"Apprenticeship or A/AS level","Urban",1,NA,1.76885938644409,9,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"129",137067180,"B (Attitudes to the CJS)","Female",5,NA,1,2,1,"45-54",1,"Degree or diploma","Rural",3,NA,0.392082422971725,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"130",136847020,"B (Attitudes to the CJS)","Male",7,1,1,2,3,"25-34",1,"Apprenticeship or A/AS level","Urban",2,NA,2.11112713813782,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,1,3,3,3,NA
"131",136915160,"D (Online security)","Female",3,NA,1,2,1,"45-54",1,"Apprenticeship or A/AS level","Rural",4,NA,1.66807615756989,7,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"132",136090080,"D (Online security)","Female",7,NA,2,5,3,"25-34",1,"Degree or diploma","Rural",5,NA,2.28073763847351,5,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"133",136078290,"A (Experience of the police)","Male",7,NA,1,2,1,"55-64",1,"Degree or diploma","Rural",4,NA,1.15647125244141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-1.00174283981323
"134",137124030,"C (Crime preventing)","Female",6,NA,2,1,1,"65-74",1,"None","Rural",4,NA,1.15081834793091,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",-0.246148273348808,0,4,4,4,NA
"135",136590300,"B (Attitudes to the CJS)","Female",7,NA,2,1,1,"65-74",1,"None","Urban",5,NA,1.16977214813232,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,0,4,4,4,NA
"136",137147240,"D (Online security)","Female",4,NA,2,2,1,"25-34",1,"Degree or diploma","Rural",3,NA,0.991381227970123,5,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"137",147343010,"A (Experience of the police)","Male",5,NA,1,4,3,"25-34",1,"O level/GCSE","Urban",1,NA,0.645906507968903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,3,0.443195402622223
"138",147501260,"B (Attitudes to the CJS)","Female",4,NA,1,2,3,"25-34",1,"Apprenticeship or A/AS level","Urban",NA,3,0.578037440776825,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,0,3,3,3,NA
"139",136452240,"D (Online security)","Female",7,NA,2,1,1,"75+",1,"Degree or diploma","Urban",3,NA,1.28565001487732,5,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,3,NA
"140",137220110,"C (Crime preventing)","Female",7,NA,2,4,2,"25-34",1,"O level/GCSE","Rural",NA,3,0.705446481704712,NA,NA,NA,NA,"Not very worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.13190197944641,0,3,4,3,NA
"141",147595040,"D (Online security)","Female",7,NA,1,4,3,"55-64",1,"O level/GCSE","Urban",1,NA,0.477166414260864,5,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"142",136572100,"B (Attitudes to the CJS)","Female",7,NA,1,1,1,"45-54",1,"Degree or diploma","Urban",5,NA,1.02442121505737,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,0,4,4,4,NA
"143",136740180,"B (Attitudes to the CJS)","Male",7,NA,1,1,1,"55-64",1,"Degree or diploma","Urban",5,NA,0.758919715881348,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,0,4,4,4,NA
"144",136368260,"B (Attitudes to the CJS)","Female",6,NA,1,2,1,"45-54",NA,"O level/GCSE","Rural",4,NA,1.727747797966,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"145",136243340,"B (Attitudes to the CJS)","Female",2,1,1,5,1,"45-54",1,"O level/GCSE","Rural",2,NA,1.09962165355682,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,3,4,4,NA
"146",147470140,"B (Attitudes to the CJS)","Male",7,NA,2,1,1,"65-74",1,"O level/GCSE","Urban",5,NA,0.725801765918732,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,0,3,3,3,NA
"147",136537280,"D (Online security)","Female",7,NA,2,1,5,"65-74",1,"Other","Urban",NA,2,0.304219901561737,5,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"148",136091080,"D (Online security)","Male",7,NA,1,4,2,"25-34",1,"O level/GCSE","Urban",1,NA,1.4642493724823,10,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,4,NA
"149",147332110,"C (Crime preventing)","Male",7,NA,2,1,1,"65-74",1,"None","Rural",4,NA,0.721518516540527,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.823424398899078,1,4,4,4,NA
"150",136223190,"C (Crime preventing)","Female",1,2,1,3,4,"25-34",1,"Degree or diploma","Urban",1,NA,0.719996571540833,NA,NA,NA,NA,"Not at all worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",-0.502788186073303,1,4,4,4,NA
"151",136059140,"B (Attitudes to the CJS)","Female",6,NA,2,2,1,"45-54",1,"Degree or diploma","Urban",3,NA,0.549535512924194,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,1,4,4,4,NA
"152",135494010,"A (Experience of the police)","Female",5,NA,1,4,2,"45-54",1,"O level/GCSE","Urban",5,NA,1.05329084396362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-1.21526670455933
"153",136446060,"B (Attitudes to the CJS)","Female",7,NA,2,4,3,"45-54",1,"Other","Urban",1,NA,0.522862315177917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,3,NA
"154",137074190,"C (Crime preventing)","Female",5,NA,1,4,3,"45-54",1,"O level/GCSE","Rural",4,NA,0.353569686412811,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Very Worried","Very Worried","Very Worried",1.7721244096756,0,3,3,3,NA
"155",147399270,"C (Crime preventing)","Female",7,NA,2,4,2,"25-34",1,"O level/GCSE","Urban",1,NA,1.34922528266907,NA,NA,NA,NA,"Not at all worried","Not very worried",NA,NA,"Fairly Worried","Fairly Worried","Not at all worried",0.0744879841804504,0,3,3,3,NA
"156",136151270,"C (Crime preventing)","Female",6,NA,2,4,5,"35-44",5,"O level/GCSE","Urban",1,NA,0.682912230491638,NA,NA,NA,NA,"Very Worried","Very Worried",NA,NA,"Very Worried","Very Worried","Very Worried",2.90235924720764,1,2,3,4,NA
"157",136637080,"D (Online security)","Female",7,NA,2,1,1,"75+",1,"None","Urban",4,NA,1.15493583679199,13,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"158",136268140,"B (Attitudes to the CJS)","Male",3,1,1,1,2,"35-44",1,"Apprenticeship or A/AS level","Rural",NA,4,0.559854030609131,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"159",136731060,"B (Attitudes to the CJS)","Female",7,NA,1,3,1,"55-64",1,"O level/GCSE","Urban",2,NA,1.12809944152832,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"160",136120060,"B (Attitudes to the CJS)","Female",6,NA,1,2,1,"45-54",1,"Degree or diploma","Urban",3,NA,1.64055716991425,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"161",136242220,"B (Attitudes to the CJS)","Female",7,NA,2,1,1,"75+",1,"None","Rural",4,NA,1.04477202892303,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,0,4,4,4,NA
"162",136635160,"D (Online security)","Male",6,NA,1,4,2,"35-44",4,"O level/GCSE","Urban",3,NA,1.13264632225037,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"163",136967190,"C (Crime preventing)","Female",5,NA,1,2,3,"55-64",1,"O level/GCSE","Urban",1,NA,0.703618168830872,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.0417585112154484,0,2,3,3,NA
"164",147395080,"D (Online security)","Female",7,1,2,4,3,"16-24",1,"O level/GCSE","Urban",3,NA,0.753148555755615,5,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,4,NA
"165",136310040,"D (Online security)","Male",1,2,1,4,1,"35-44",3,"Degree or diploma","Urban",3,NA,1.54619574546814,5,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,NA
"166",147594310,"C (Crime preventing)","Male",7,NA,1,2,1,"55-64",1,"O level/GCSE","Urban",2,NA,1.37764084339142,NA,NA,NA,NA,"Very Worried","Very Worried",NA,NA,"Very Worried","Fairly Worried","Very Worried",2.59314846992493,1,2,3,3,NA
"167",135559210,"A (Experience of the police)","Male",4,NA,1,2,1,"45-54",1,"Degree or diploma","Rural",4,NA,0.628345847129822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.939043998718262
"168",136354030,"C (Crime preventing)","Male",7,1,1,1,1,"45-54",1,"Apprenticeship or A/AS level","Rural",5,NA,0.56931334733963,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Very Worried","Fairly Worried","Not very worried",0.887100100517273,0,4,4,4,NA
"169",137223330,"A (Experience of the police)","Female",7,NA,2,1,6,"75+",1,"None","Rural",NA,3,0.26792174577713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,0.0459420122206211
"170",136342310,"C (Crime preventing)","Female",3,2,2,4,5,"65-74",1,"Apprenticeship or A/AS level","Urban",1,NA,0.387515634298325,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",-0.246148273348808,0,2,3,2,NA
"171",147437190,"C (Crime preventing)","Male",7,NA,2,1,6,"75+",1,"Degree or diploma","Urban",3,NA,0.302937150001526,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.0417585112154484,0,4,4,4,NA
"172",147557210,"A (Experience of the police)","Female",4,2,1,2,1,"35-44",1,"Degree or diploma","Urban",5,NA,1.12971544265747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-1.00174283981323
"173",137147180,"B (Attitudes to the CJS)","Male",5,NA,2,4,2,"55-64",1,"Degree or diploma","Rural",3,NA,0.934148907661438,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,3,NA
"174",147428160,"D (Online security)","Female",7,NA,2,4,1,"65-74",1,"None","Urban",4,NA,1.10540390014648,13,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"175",136294090,"A (Experience of the police)","Female",7,1,1,4,3,"35-44",1,"None","Urban",1,NA,0.667419612407684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,4,-1.21526670455933
"176",147230140,"B (Attitudes to the CJS)","Female",1,2,1,4,3,"35-44",1,"Degree or diploma","Urban",4,NA,0.720534980297089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"177",136921180,"B (Attitudes to the CJS)","Male",7,NA,1,2,1,"45-54",1,"O level/GCSE","Urban",1,NA,0.904871582984924,NA,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,0,4,4,3,NA
"178",136385150,"C (Crime preventing)","Male",7,NA,1,1,3,"55-64",1,"O level/GCSE","Urban",5,NA,0.391532957553864,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Fairly Worried","Not very worried",0.350969225168228,0,4,4,4,NA
"179",135267050,"A (Experience of the police)","Female",7,1,2,4,5,"45-54",1,"O level/GCSE","Urban",1,NA,0.902826547622681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,2.68549180030823
"180",136804240,"D (Online security)","Female",5,NA,1,2,1,"25-34",1,"Apprenticeship or A/AS level","Urban",5,NA,1.15419781208038,4,4,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,NA
"181",147255300,"B (Attitudes to the CJS)","Male",1,2,2,4,3,"16-24",5,"Degree or diploma","Urban",1,NA,4.96405553817749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,2,NA
"182",136768250,"C (Crime preventing)","Male",6,2,1,1,1,"35-44",1,"O level/GCSE","Urban",5,NA,1.27249646186829,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.3885418176651,0,4,4,4,NA
"183",135407040,"D (Online security)","Female",4,NA,1,4,2,"16-24",1,"Apprenticeship or A/AS level","Urban",1,NA,0.671753466129303,10,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,NA
"184",147518040,"D (Online security)","Female",1,2,1,3,3,"35-44",1,"Degree or diploma","Urban",3,NA,0.789308905601501,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"185",136576160,"D (Online security)","Male",7,NA,2,1,1,"75+",1,"None","Urban",4,NA,1.01239228248596,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"186",137022170,"A (Experience of the police)","Male",5,1,2,1,4,"55-64",1,"Degree or diploma","Urban",2,NA,0.940030574798584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,0.702965795993805
"187",136871220,"B (Attitudes to the CJS)","Male",6,NA,2,4,5,"45-54",1,"O level/GCSE","Urban",4,NA,1.83782589435577,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,0,4,4,4,NA
"188",136178220,"B (Attitudes to the CJS)","Male",4,NA,2,2,1,"25-34",1,"Apprenticeship or A/AS level","Urban",5,NA,1.67519164085388,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,0,4,4,4,NA
"189",136033160,"D (Online security)","Female",5,NA,1,2,1,"35-44",3,"Degree or diploma","Urban",2,NA,1.19753348827362,5,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"190",136079230,"C (Crime preventing)","Female",6,NA,1,2,1,"45-54",1,"Apprenticeship or A/AS level","Rural",4,NA,2.34088969230652,NA,NA,NA,NA,"Very Worried","Very Worried",NA,NA,"Very Worried","Very Worried","Very Worried",2.90235924720764,1,2,4,4,NA
"191",136643110,"C (Crime preventing)","Female",7,NA,2,4,6,"75+",1,"None","Urban",1,NA,0.692707240581512,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",-0.246148273348808,0,3,3,3,NA
"192",147364310,"C (Crime preventing)","Female",3,NA,2,4,6,"65-74",1,"Apprenticeship or A/AS level","Urban",NA,1,0.526650249958038,NA,NA,NA,NA,"Fairly Worried","Very Worried",NA,NA,"Not very worried","Fairly Worried","Fairly Worried",1.51247096061707,1,3,4,4,NA
"193",137005270,"C (Crime preventing)","Female",6,NA,2,1,1,"55-64",1,"None","Urban",5,NA,1.15031898021698,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.0417585112154484,0,3,3,3,NA
"194",137050150,"C (Crime preventing)","Female",7,NA,1,2,1,"45-54",1,"O level/GCSE","Urban",4,NA,1.16557192802429,NA,NA,NA,NA,"Not very worried","Fairly Worried",NA,NA,"Fairly Worried","Fairly Worried","Not very worried",0.927512168884277,0,3,4,4,NA
"195",136309200,"D (Online security)","Female",1,2,1,4,3,"25-34",1,"Apprenticeship or A/AS level","Urban",1,NA,0.64155375957489,13,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,3,NA
"196",136674120,"D (Online security)","Male",7,NA,1,2,1,"55-64",1,"None","Rural",NA,5,0.587228298187256,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,NA
"197",136044240,"D (Online security)","Female",5,NA,2,1,6,"75+",1,"O level/GCSE","Urban",4,NA,0.816537737846375,4,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"198",136808160,"D (Online security)","Female",5,NA,2,2,1,"35-44",1,"Degree or diploma","Rural",5,NA,0.642104864120483,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"199",136821110,"C (Crime preventing)","Female",7,NA,2,1,5,"65-74",4,"Degree or diploma","Urban",3,NA,0.596517443656921,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.3885418176651,0,4,4,3,NA
"200",147427240,"D (Online security)","Female",7,NA,2,1,1,"65-74",1,"None","Urban",4,NA,1.11847448348999,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"201",136592260,"B (Attitudes to the CJS)","Female",3,1,1,2,1,"35-44",4,"Degree or diploma","Urban",3,NA,0.573646783828735,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,0,4,4,4,NA
"202",137018290,"A (Experience of the police)","Female",7,NA,1,2,1,"35-44",1,"O level/GCSE","Urban",2,NA,1.20260059833527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,1.54239416122437
"203",137195010,"A (Experience of the police)","Male",4,NA,2,4,5,"65-74",1,"None","Rural",2,NA,0.344989746809006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,2.3461537361145
"204",137082320,"D (Online security)","Female",7,2,2,4,5,"55-64",1,"O level/GCSE","Urban",3,NA,0.326242506504059,7,3,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3,3,4,NA
"205",136396130,"A (Experience of the police)","Male",7,NA,2,1,6,"75+",1,"Degree or diploma","Urban",5,NA,0.570412933826447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"206",136337140,"B (Attitudes to the CJS)","Female",4,NA,1,4,3,"16-24",1,"Apprenticeship or A/AS level","Urban",4,NA,0.974053502082825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"207",136216200,"D (Online security)","Female",3,NA,1,2,1,"25-34",1,"Degree or diploma","Urban",4,NA,0.642610132694244,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,NA
"208",136305300,"B (Attitudes to the CJS)","Female",7,NA,2,1,1,"55-64",1,"O level/GCSE","Urban",5,NA,1.05091726779938,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,4,4,4,NA
"209",137126050,"A (Experience of the police)","Female",7,NA,1,2,1,"45-54",4,"Degree or diploma","Urban",1,NA,1.88106167316437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,4,4,1.28495001792908
"210",136334240,"D (Online security)","Female",7,NA,2,1,6,"75+",1,"Degree or diploma","Urban",3,NA,0.712392807006836,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"211",137012190,"C (Crime preventing)","Male",7,NA,2,2,1,"25-34",1,"Degree or diploma","Rural",5,NA,1.16280663013458,NA,NA,NA,NA,"Not very worried","Not at all worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.822691202163696,0,4,4,4,NA
"212",137068200,"D (Online security)","Female",1,2,2,4,1,"25-34",3,"Degree or diploma","Urban",3,NA,1.14256429672241,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"213",136067050,"A (Experience of the police)","Female",5,NA,1,2,1,"25-34",1,"Degree or diploma","Urban",4,NA,1.01243734359741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,0.269831776618958
"214",137179100,"B (Attitudes to the CJS)","Male",5,NA,2,5,3,"45-54",1,"O level/GCSE","Urban",1,NA,0.868883967399597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"215",136697160,"D (Online security)","Male",6,1,1,4,3,"25-34",1,"None","Urban",2,NA,1.37012147903442,4,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"216",136335290,"A (Experience of the police)","Male",5,NA,1,2,1,"45-54",1,"Degree or diploma","Rural",3,NA,1.16116952896118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,4,3,-0.725520074367523
"217",136317010,"A (Experience of the police)","Female",3,2,2,4,1,"25-34",3,"Degree or diploma","Urban",4,NA,1.2707017660141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.662821292877197
"218",136963030,"C (Crime preventing)","Female",4,NA,1,4,3,"25-34",1,"O level/GCSE","Urban",2,NA,0.643277943134308,NA,NA,NA,NA,"Fairly Worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.298398405313492,1,2,4,4,NA
"219",136587180,"B (Attitudes to the CJS)","Male",6,NA,1,1,1,"45-54",1,"Degree or diploma","Urban",3,NA,0.579837679862976,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,0,4,4,4,NA
"220",136861070,"C (Crime preventing)","Male",4,NA,1,2,2,"35-44",1,"Degree or diploma","Urban",2,NA,1.51064825057983,NA,NA,NA,NA,"Not very worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.13190197944641,0,4,4,4,NA
"221",137056320,"D (Online security)","Male",7,NA,2,2,5,"35-44",3,"Degree or diploma","Urban",4,NA,0.448996126651764,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,NA
"222",136436170,"A (Experience of the police)","Female",2,2,1,4,2,"16-24",1,"Degree or diploma","Urban",2,NA,1.40082991123199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,4,4,-0.02241818793118
"223",147471230,"C (Crime preventing)","Male",3,NA,1,4,1,"16-24",2,"None","Urban",1,NA,1.3182293176651,NA,NA,NA,NA,"Very Worried","Very Worried",NA,NA,"Not Applicable","Not very worried","Not at all worried",NA,0,3,2,3,NA
"224",136564210,"A (Experience of the police)","Male",7,NA,2,1,1,"65-74",1,"Degree or diploma","Urban",5,NA,1.01834774017334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-1.21526670455933
"225",136512010,"A (Experience of the police)","Male",7,NA,2,1,3,"16-24",1,"Apprenticeship or A/AS level","Rural",2,NA,1.33486783504486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,1.81175553798676
"226",136105180,"B (Attitudes to the CJS)","Female",7,NA,1,2,5,"45-54",1,"Degree or diploma","Urban",3,NA,0.424063473939896,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,0,4,4,4,NA
"227",136476230,"C (Crime preventing)","Female",7,NA,2,4,5,"45-54",1,"Degree or diploma","Rural",4,NA,0.862475216388702,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.0417585112154484,0,4,4,4,NA
"228",136447200,"D (Online security)","Male",7,1,1,4,5,"45-54",1,"Apprenticeship or A/AS level","Urban",3,NA,0.581731796264648,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"229",136815220,"B (Attitudes to the CJS)","Female",6,NA,2,4,5,"75+",1,"Degree or diploma","Urban",NA,2,0.340121507644653,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,0,3,3,3,NA
"230",136088180,"B (Attitudes to the CJS)","Female",6,NA,2,2,1,"35-44",1,"O level/GCSE","Urban",3,NA,1.1103972196579,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,3,4,3,NA
"231",136424180,"B (Attitudes to the CJS)","Male",6,NA,1,2,5,"35-44",1,"Degree or diploma","Urban",1,NA,0.786844849586487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,NA
"232",136792100,"B (Attitudes to the CJS)","Male",7,NA,2,4,5,"75+",1,"None","Urban",2,NA,0.291636824607849,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,0,3,3,3,NA
"233",147274210,"A (Experience of the police)","Female",2,1,1,2,1,"55-64",1,"O level/GCSE","Rural",5,NA,1.20684885978699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,4,4,-0.939043998718262
"234",147636290,"A (Experience of the police)","Male",7,NA,1,1,1,"65-74",1,"None","Urban",NA,3,0.544289231300354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,1.13001370429993
